email_id,subject,email_body,claim_type,urgency,fraud_flag
4730,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4731,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4732,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4733,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4734,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4735,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4736,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4737,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4738,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4739,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4740,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4741,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4742,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4743,Repeated claim submission detected,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4744,Repeated claim submission detected,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4745,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4746,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4747,Repeated claim submission detected,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4748,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4749,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4750,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4751,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4752,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4753,Suspicious claim investigation,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4754,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4755,Repeated claim submission detected,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4756,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4757,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4758,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4759,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4760,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4761,Possible fraudulent insurance activity,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4762,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4763,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4764,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4765,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4766,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4767,Suspicious claim investigation,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4768,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4769,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4770,Suspicious claim investigation,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4771,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4772,Suspicious claim investigation,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4773,Repeated claim submission detected,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4774,Repeated claim submission detected,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4775,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4776,Repeated claim submission detected,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4777,Repeated claim submission detected,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4778,Possible fraudulent insurance activity,This claim appears suspicious as similar claims were filed earlier for the same incident.,Fraud,High,Yes
4779,Repeated claim submission detected,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4780,Possible fraudulent insurance activity,Unusual claim pattern observed. Investigation required before approval.,Fraud,High,Yes
4781,Repeated claim submission detected,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4782,Repeated claim submission detected,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4783,Suspicious claim investigation,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4784,Repeated claim submission detected,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
4785,Repeated claim submission detected,Multiple claims submitted with identical documents. Possible insurance fraud detected.,Fraud,High,Yes
